Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
right_ankle_pitch_link,0.00032738,9.5676E-12,-0.018502,0,0,0,0.1573,3.1707E-05,2.0522E-14,1.3069E-06,5.5127E-05,6.3147E-15,2.8717E-05,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_ankle_pitch_link.STL,0.64706,0.61961,0.58824,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_ankle_pitch_link.STL,,LZ01-Lite-1/脚踝转动件BP010106-1,right_ankle_pitch_link,right_ankle_pitch_axis,right_ankle_pitch_joint,revolute,0.017,0,-0.27,0,0,0,right_knee_link,0,1,0,36,0,-1.047,0.523,,,,,,,,
right_ankle_roll_link,0.030658,0.0013121,-0.013852,0,0,0,0.5735,0.00030256,-1.6701E-06,8.0031E-06,0.0012437,1.024E-07,0.001486,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_ankle_roll_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_ankle_roll_link.STL,,LZ01-Lite-1/LZ01-T01008脚板-1;LZ01-Lite-1/脚板驱动轴BP010108-1;LZ01-Lite-1/深沟球轴承63801-12x21x7-3;LZ01-Lite-1/脚跟固定件BP010186-1;LZ01-Lite-1/深沟球轴承63801-12x21x7-5;LZ01-Lite-1/深沟球轴承63801-12x21x7-4;LZ01-Lite-Shell-1/LZ01-LSHELL01049-1;LZ01-Lite-Shell-1/LZ01-LSHELL01060-1,right_ankle_roll_link,right_ankle_roll_axis,right_ankle_roll_joint,revolute,0,0,-0.03,0,0,0,right_ankle_pitch_link,1,0,0,36,0,-0.261,0.261,,,,,,,,
torso_yaw_link,-0.0002144,-0.00014585,0.16212,0,0,0,5.7494,0.01291,-8.8395E-05,0.00012217,0.0079656,-1.791E-05,0.011799,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/torso_yaw_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/torso_yaw_link.STL,,LZ01-Lite-1/P5636-36A1（更改机壳和后盖及输出轴销孔）_251011-7;LZ01-Lite-1/LZ01-Lite01005腰部Yaw电机安装支架-3;LZ01-Lite-1/LZ01-Lite01021-电池前后挡板-1;LZ01-Lite-1/LZ01-Lite01020-胸腔底部转接板-1;LZ01-Lite-1/LZ01-Lite01021-电池前后挡板-2;LZ01-Lite-1/Battery-3;LZ01-Lite-1/LZ01-Lite01022-电池右侧板-1;LZ01-Lite-1/LZ01-Lite01024-胸前板-1;LZ01-Lite-1/LZ01-Lite01025-胸后板-3;LZ01-Lite-1/LZ01-Lite01023-主控板安装板-1;LZ01-Lite-1/研域EH150工控板-1;LZ01-Lite-1/通讯板2合一-4;LZ01-Lite-1/通讯板2合一-1;LZ01-Lite-1/LZ01-Lite01028-电源板支架-1;LZ01-Lite-1/LZ01-Lite01026-右臂Pitch电机支架-1;LZ01-Lite-1/LZ01-Lite01027-左臂Pitch电机支架-2;LZ01-Lite-1/LZ01-Lite01029-胸腔顶板-1;LZ01-Lite-1/LZ01-Lite01030-把手-1;LZ01-Lite-1/网口充电口航插-1;LZ01-Lite-1/开关按钮-1;LZ01-Lite-1/充电航插座-1;LZ01-Lite-1/头部安装底座-1;LZ01-Lite-1/右臂-1/P5636-36A1（更改机壳和后盖及输出轴销孔）_251011-5;LZ01-Lite-1/左臂-1/P5636-36A1（更改机壳和后盖及输出轴销孔）_251011-5;LZ01-Lite-Shell-1/LZ01-LSHELL01030-3;LZ01-Lite-Shell-1/LZ01-LSHELL01031-3;LZ01-Lite-Shell-1/LZ01-LSHELL01033-3;LZ01-Lite-Shell-1/LZ01-LSHELL01032-2,torso_yaw_link,torso_yaw_axis,torso_yaw_joint,revolute,0,0,0.02,0,0,0,pelvis_link,0,0,1,36,0,-1.832,1.832,,,,,,,,
right_shoulder_pitch_link,0.00021514,-0.035932,-1.2302E-05,0,0,0,0.51326,0.00022475,-4.9422E-11,7.9359E-10,0.0002387,6.6986E-08,0.00024526,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_shoulder_pitch_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_shoulder_pitch_link.STL,,LZ01-Lite-1/右臂-1/LZ01-Lite01031-大臂Pitch电机输出支架-1;LZ01-Lite-1/右臂-1/P5636-36A1（更改机壳和后盖及输出轴销孔）_251011-2;LZ01-Lite-1/右臂-1/大臂Roll电机安装支架-出轴端BP010146-2;LZ01-Lite-1/右臂-1/大臂Roll电机安装支架-出线端BP010169-1;LZ01-Lite-Shell-1/LZ01-LSHELL01035-1;LZ01-Lite-Shell-1/LZ01-LSHELL01035-6,right_shoulder_pitch_link,right_shoulder_pitch_axis,right_shoulder_pitch_joint,revolute,0,-0.1115,0.216,0,0,0,torso_yaw_link,0,1,0,36,0,-3.665,1.57,,,,,,,,
right_shoulder_roll_link,-0.00020711,3.3213E-08,-0.066445,0,0,0,0.60617,0.00043215,-6.7216E-07,-1.6157E-06,0.00039874,1.221E-09,0.00030499,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_shoulder_roll_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_shoulder_roll_link.STL,,LZ01-Lite-1/右臂-1/LZ01-T01003大臂Roll电机输出支架-出轴端-1;LZ01-Lite-1/右臂-1/LZ01-T01004大臂Roll电机输出支架-出线端-1;LZ01-Lite-1/右臂-1/大小臂Yaw电机安装支架BP010168-6;LZ01-Lite-1/右臂-1/P5636-36A1（更改机壳和后盖及输出轴销孔）_251011-4;LZ01-Lite-Shell-1/LZ01-LSHELL01059-9;LZ01-Lite-Shell-1/LZ01-LSHELL01059-10,right_shoulder_roll_link,right_shoulder_roll_axis,right_shoulder_roll_joint,revolute,0,-0.039,0,0,0,0,right_shoulder_pitch_link,1,0,0,36,0,-0.087,3.228,,,,,,,,
right_shoulder_yaw_link,0.0077083,-0.00032649,-0.051345,0,0,0,0.61072,0.00039289,-1.9638E-07,1.7003E-05,0.00037343,2.2324E-07,0.0002798,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_shoulder_yaw_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_shoulder_yaw_link.STL,,LZ01-Lite-1/右臂-1/LZ01-Lite01032-大臂Yaw输出支架-1;LZ01-Lite-1/右臂-1/手臂肘关节Pitch电机安装支架-出轴端BP010151-1;LZ01-Lite-1/右臂-1/手臂肘关节Pitch电机安装支架-出线端BP010170-1;LZ01-Lite-1/右臂-1/P5636-36A1（更改机壳和后盖及输出轴销孔）_251011-1;LZ01-Lite-Shell-1/LZ01-LSHELL01037-3;LZ01-Lite-Shell-1/LZ01-LSHELL01036-3,right_shoulder_yaw_link,right_shoulder_yaw_axis,right_shoulder_yaw_joint,revolute,0,0,-0.109,0,0,0,right_shoulder_roll_link,0,0,1,36,0,-2.617,2.617,,,,,,,,
right_elbow_link,-0.0094205,0.00047447,-0.093259,0,0,0,0.41439,0.0008863,-1.2768E-07,-6.3265E-06,0.00093469,-1.7282E-06,0.00019625,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_elbow_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/right_elbow_link.STL,,LZ01-Lite-1/右臂-1/手臂肘关节Pitch电机输出支架-出轴端BP010153-1;LZ01-Lite-1/右臂-1/LZ01-T01006小臂转接-1;LZ01-Lite-1/右臂-1/小臂骨架BP010154-6;LZ01-Lite-1/右臂-1/手臂肘关节Pitch电机输出支架-出线端BP010085-1;LZ01-Lite-1/右臂-1/模拟手掌-1;LZ01-Lite-Shell-1/LZ01-LSHELL01038-3;LZ01-Lite-Shell-1/LZ01-LSHELL01039-3,right_elbow_link,right_elbow_axis,right_elbow_joint,revolute,0.0095,0,-0.059,0,0,0,right_shoulder_yaw_link,0,1,0,36,0,-2.356,0.087,,,,,,,,
left_shoulder_pitch_link,0.00021514,0.035932,1.2302E-05,0,0,0,0.51326,0.00022475,4.9422E-11,-7.9359E-10,0.0002387,6.6986E-08,0.00024526,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/left_shoulder_pitch_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/left_shoulder_pitch_link.STL,,LZ01-Lite-1/左臂-1/LZ01-Lite01031-大臂Pitch电机输出支架-1;LZ01-Lite-1/左臂-1/P5636-36A1（更改机壳和后盖及输出轴销孔）_251011-2;LZ01-Lite-1/左臂-1/大臂Roll电机安装支架-出轴端BP010146-2;LZ01-Lite-1/左臂-1/大臂Roll电机安装支架-出线端BP010169-1;LZ01-Lite-Shell-1/LZ01-LSHELL01035-4;LZ01-Lite-Shell-1/LZ01-LSHELL01035-5,left_shoulder_pitch_link,left_shoulder_pitch_axis,left_shoulder_pitch_joint,revolute,0,0.1115,0.216,0,0,0,torso_yaw_link,0,1,0,36,0,-3.665,1.57,,,,,,,,
left_shoulder_roll_link,-0.00020711,3.323E-08,-0.066445,0,0,0,0.60617,0.00043215,-6.7224E-07,-1.616E-06,0.00039874,1.3558E-09,0.00030499,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/left_shoulder_roll_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/left_shoulder_roll_link.STL,,LZ01-Lite-1/左臂-1/LZ01-T01003大臂Roll电机输出支架-出轴端-1;LZ01-Lite-1/左臂-1/LZ01-T01004大臂Roll电机输出支架-出线端-1;LZ01-Lite-1/左臂-1/大小臂Yaw电机安装支架BP010168-6;LZ01-Lite-1/左臂-1/P5636-36A1（更改机壳和后盖及输出轴销孔）_251011-4;LZ01-Lite-Shell-1/LZ01-LSHELL01059-12;LZ01-Lite-Shell-1/LZ01-LSHELL01059-11,left_shoulder_roll_link,left_shoulder_roll_axis,left_shoulder_roll_joint,revolute,0,0.039,0,0,0,0,left_shoulder_pitch_link,1,0,0,36,0,-3.228,0.087,,,,,,,,
left_shoulder_yaw_link,0.0077083,-0.00032649,-0.051345,0,0,0,0.61072,0.00039289,-1.9638E-07,1.7003E-05,0.00037343,2.2324E-07,0.0002798,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/left_shoulder_yaw_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/left_shoulder_yaw_link.STL,,LZ01-Lite-1/左臂-1/LZ01-Lite01032-大臂Yaw输出支架-1;LZ01-Lite-1/左臂-1/手臂肘关节Pitch电机安装支架-出轴端BP010151-1;LZ01-Lite-1/左臂-1/P5636-36A1（更改机壳和后盖及输出轴销孔）_251011-1;LZ01-Lite-1/左臂-1/手臂肘关节Pitch电机安装支架-出线端BP010170-1;LZ01-Lite-Shell-1/LZ01-LSHELL01037-4;LZ01-Lite-Shell-1/LZ01-LSHELL01036-4,left_shoulder_yaw_link,left_shoulder_yaw_axis,left_shoulder_yaw_joint,revolute,0,0,-0.109,0,0,0,left_shoulder_roll_link,0,0,1,36,0,-2.617,2.617,,,,,,,,
left_elbow_link,-0.0094205,0.00047447,-0.093259,0,0,0,0.41439,0.0008863,-1.2768E-07,-6.3265E-06,0.00093469,-1.7282E-06,0.00019625,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/left_elbow_link.STL,0.8902,0.8902,0.91373,1,0,0,0,0,0,0,package://LZ01_Lite_V3/meshes/left_elbow_link.STL,,LZ01-Lite-1/左臂-1/LZ01-T01006小臂转接-1;LZ01-Lite-1/左臂-1/小臂骨架BP010154-6;LZ01-Lite-1/左臂-1/手臂肘关节Pitch电机输出支架-出线端BP010085-1;LZ01-Lite-1/左臂-1/手臂肘关节Pitch电机输出支架-出轴端BP010153-1;LZ01-Lite-1/左臂-1/模拟手掌-1;LZ01-Lite-Shell-1/LZ01-LSHELL01039-4;LZ01-Lite-Shell-1/LZ01-LSHELL01038-4,left_elbow_link,left_elbow_axis,left_elbow_joint,revolute,0.0095,0,-0.059,0,0,0,left_shoulder_yaw_link,0,1,0,36,0,-2.356,0.087,,,,,,,,
